,lemma,frequency
86,мочь,5.707190163934152
87,находиться,4.630412621359216
88,случайный,3.6405769230769214
89,отличаться,3.96495412844037
90,скромность,3.1060000000000003
91,присущий,2.7533333333333334
92,глубина,4.113484848484845
93,письменный,3.2606896551724143
94,бронзовый,3.3000000000000003
95,чернильница,1.3833333333333335
96,перед,5.63480211081797
97,два,5.586657250470824
98,кожаный,2.8166666666666664
99,кресло,3.799999999999999
100,справа,4.450000000000001
101,заседание,4.319473684210519
102,длинный,3.875742574257425
103,накрыть,2.8173333333333335
104,зеленый,3.8746575342465723
105,сукно,2.6374999999999997
106,оба,4.697537313432835
107,сторона,5.22469578783151
108,аккуратно,4.033333333333334
109,заставить,3.9623333333333344
110,стул,3.6868965517241383
111,очень,6.180000000000044
112,любить,4.508163265306124
113,когда,6.369999999999976
114,этот,5.9114346764347605
115,кто-нибудь,5.437727272727271
116,садиться,3.407222222222223
117,если,6.399999999999785
118,видеть,4.727944199706283
119,отодвинуть,2.357142857142857
120,собственноручно,3.4600000000000004
121,подвигать,0.705
122,место,5.338214285714283
123,спинка,2.5675
124,образовывать,3.45
125,ровный,3.0790909090909087
126,прямой,4.205999999999991
127,линия,4.558625954198467
128,тот,5.710764861794761
129,день,5.4860365058670615
130,начинаться,4.380782608695649
131,наш,5.229361997226056
132,рассказ,4.147674418604651
133,жизнь,5.74997847147478
134,протекать,3.1223076923076922
135,обычно,5.269999999999989
136,ставить,4.061011235955053
137,сургучный,0.0
138,печать,4.6208695652173954
139,пакет,3.9725
140,свой,5.559837482710856
141,очередь,4.983920000000004
142,сентиментальный,2.5025
143,вальс,3.66
144,ровно,4.610000000000001
145,десять,4.82523178807948
146,час,5.079132075471696
147,раздаться,3.69
148,короткий,4.129272727272726
149,звонок,4.247142857142858
150,быстрый,3.888454545454543
151,минута,4.977643678160924
152,скрыться,3.5736363636363637
153,проговорить,2.8966666666666665
154,вернуться,4.592285714285712
155,товарищ,4.1105970149253706
156,ефимова,2.8854054054054057
157,пожалуйста,5.129999999999999
158,молодой,4.50119815668203
159,женщина,5.078305084745766
160,кокетливый,2.09
161,шляпка,2.4150000000000005
162,пройти,4.468876404494387
163,она,6.0153593355003325
164,видимо,4.930000000000006
165,волноваться,3.311111111111111
166,потому,5.860000000000026
167,что,7.042176842540833
168,забыть,4.079381443298968
169,закрыть,3.9856310679611666
170,себя,5.7893618513324565
171,обить,1.7125
172,черный,4.173952380952378
173,клеенка,1.72
174,медленно,4.508452380952377
175,склонить,1.105
176,по,6.910000000000438
177,привычка,3.5377777777777784
178,голова,4.76973568281938
179,набок,3.1
180,сказать,5.288810226155375
181,поднимать,3.5733333333333337
182,глаз,4.916748466257665
183,сесть,4.26578947368421
184,краешек,2.2
185,холодный,3.9228571428571413
186,смотреть,4.7264488636363655
187,сквозь,4.580000000000005
188,забор,3.516923076923077
189,чернильный,1.8800000000000001
190,прибор,3.8294897959183687
191,полный,4.558676923076916
192,симпатичный,3.1899999999999995
193,лицо,4.904665012406961
194,некурящий,1.51
195,белый,4.399268292682922
196,совершенно,5.240000000000007
197,седой,2.94
198,волос,4.433947368421053
199,да,6.130000000000075
200,я,6.718452908178674
201,вы,6.095153439153546
202,слушать,4.147083333333333
203,продолжать,4.3539690721649515
204,мой,5.3244322344322
205,фамилия,4.1778947368421
206,тихо,4.691923076923079
207,кашлянуть,1.18
208,начать,4.776502347417845
209,давно,5.3500000000000165
210,приготовить,2.918
211,редактировать,2.2675
212,ум,4.1528985507246405
213,фраза,4.114090909090907
214,неделя,4.895772727272738
215,назад,5.529999999999977
216,вопрос,5.2003206650831775
217,устройство,4.431187499999995
218,брать,4.391691331923882
219,автобиография,3.0422222222222226
220,предложить,4.148421052631579
221,прийти,4.644267912772586
222,сегодня,5.9000000000000625
223,молча,4.230000000000002
224,взглянуть,3.858095238095238
225,будто,5.29999999999999
226,понимать,4.44187319884726
227,надо,5.940000000000047
228,подождать,3.9225000000000008
229,отозваться,3.309090909090909
230,трудный,4.547954545454551
231,переключить,1.9
232,внимание,5.121349206349204
233,лежать,3.9996153846153875
234,копия,3.84
235,жалоба,3.8980769230769234
236,житель,4.768882352941174
237,село,4.4374242424242425
238,веселый,3.392499999999999
239,плохой,4.556216216216221
240,трансляционный,1.555
241,сеть,4.629056603773571
242,какой-то,5.233877551020419
243,образ,5.241897959183679
244,попасть,4.357891156462583
245,москва,5.275284552845503
246,оттуда,4.699999999999998
247,вместе,5.690000000000037
248,распоряжение,4.11767441860465
249,предлагать,4.023701657458563
250,немедленно,4.78
251,ликвидировать,3.500322580645162
252,перебой,2.4233333333333333
253,наказать,3.5749999999999993
254,виновный,3.4240000000000004
255,доложить,3.229230769230769
256,о,6.528241303146997
257,исполнение,4.287368421052631
258,к,6.677380952381425
259,такой-то,5.379230769230769
260,число,5.156716697936241
261,вчера,5.290000000000001
262,резко,4.850000000000011
263,содержать,3.917093023255817
264,обидный,3.2899999999999996
265,намек,3.298333333333334
266,руководство,4.664411764705887
267,письмо,4.631144578313249
268,составлять,4.530981308411202
269,ответ,4.7684803921568575
270,сам,5.191752380952384
271,первый,5.241661608497791
272,это,6.583418047881815
273,положенный,3.640384615384616
274,вывести,3.7522580645161288
275,верхний,3.9833870967741953
276,гриф,2.9200000000000004
277,секретный,3.51421052631579
278,затем,5.509999999999993
279,лето,4.771411764705885
280,некоторый,4.9956890459364045
281,район,4.862333333333335
282,область,5.462297979797964
283,работать,4.827331189710588
284,недостаточно,4.6599999999999975
285,четко,4.384599999999997
286,перегорать,0.59
287,трансформатор,2.918
288,изобиловать,2.223333333333333
289,гроза,3.3125
290,своевременно,3.89
291,исправлять,2.9214285714285713
292,повреждение,3.8265384615384628
293,удаваться,4.232054794520551
294,три,5.423627819548884
295,причина,4.634040697674419
296,во-первых,5.180000000000002
297,заявка,3.8692
298,специалист,4.44561688311689
299,послать,3.67342105263158
300,номер,4.642839506172837
301,удовлетворить,3.1282142857142854
302,более,6.039948630136953
303,чем,6.139999999999993
304,процент,4.424055555555533
305,линейный,3.393076923076923
306,кадры,4.177333333333334
307,до,6.399999999999793
308,сей,4.969209302325582
309,пора,5.0953824362606595
310,укомплектовать,2.6500000000000004
311,во-вторых,4.639999999999991
312,тормозить,2.6057894736842107
313,неблагоприятный,2.863793103448276
314,метеорологический,2.6500000000000004
315,условие,4.819602649006623
316,в-третьих,4.150000000000001
317,повторить,3.495882352941177
318,несколько,5.580585175552685
319,раздражаться,1.2825
320,от,6.586320754717107
321,третий,4.544926829268296
322,улетучиться,2.13
323,память,4.889333333333343
324,конечно,5.7300000000000155
325,нет,6.155812064965209
326,ничто,5.696659793814443
327,удивительный,3.7594666666666665
328,каждый,5.081885369532448
329,кто,5.9546744930629725
330,или,6.3099999999999365
331,менее,5.418527607361983
332,ответственный,3.4364285714285714
333,должность,4.531789473684216
334,понятный,4.458370786516842
335,рассеиваться,2.4525
336,посторонний,3.0544444444444445
337,только,6.379999999999792
338,юлий,3.27
339,цезарь,3.95
340,одновременно,5.100000000000013
341,читать,4.161259259259265
342,без,6.000468750000117
343,конспект,2.766666666666667
344,произносить,2.8507692307692305
345,речь,5.006829268292695
346,древний,3.852843137254901
347,рим,4.059210526315788
348,требование,4.396585365853651
349,тогда,5.829999999999956
350,другой,5.352911733046321
351,назойливый,2.0675
352,насчет,4.6792
353,прийтись,5.040830039525682
354,отдел,4.314698795180724
355,заполнить,3.0339999999999994
356,мягко,4.012083333333336
357,ответить,4.466166666666664
358,ваш,4.861453488372096
359,порыться,1.7399999999999998
360,нижний,4.173492063492064
361,ящик,3.8979166666666654
362,вынуть,2.9200000000000004
363,папка,3.3571428571428568
364,надпись,4.028918918918918
365,документ,4.487514450867051
366,действительно,5.409999999999999
367,евгения,4.281000000000001
368,васильевна,3.626785714285717
369,женский,4.056037735849058
370,пол,4.79761290322582
371,русская,4.774285714285715
372,рождаться,3.9132692307692265
373,1922,6.67
374,год,5.854758408337064
375,семья,4.796540284360192
376,рабочий,4.517432950191574
377,1940,6.670000000000001
378,поступить,4.002077922077921
379,ленинградский,3.610666666666667
380,институт,4.530315789473696
381,окончить,3.4263636363636367
382,отличие,4.718195488721815
383,получить,4.7198786039453955
384,квалификация,3.918604651162793
385,инженер,3.9274418604651142
386,электрик,2.774
387,радиосвязь,2.99
388,работник,4.4299999999999935
389,специальность,3.9275510204081634
390,система,5.090617647058804
391,нужный,5.239430122116714
392,позарез,2.65
393,стать,5.340535956580717
394,внимательно,4.34861111111111
395,уточнять,2.6899999999999995
396,занятие,4.2214084507042235
397,прервать,2.975714285714286
398,война,5.091352657004833
399,защитить,3.52509090909091
400,диплом,3.4445454545454535
401,1950,6.670000000000001
402,1952,6.670000000000001
403,выйти,4.6941869918699055
404,замуж,4.659999999999998
405,1953,6.670000000000001
406,развестись,2.64
407,буква,3.8502500000000004
408,д,5.27
409,коротенький,2.1633333333333336
410,один,5.520592969080985
411,страничка,3.0683333333333334
412,торчать,2.517142857142857
413,вверх,4.669999999999996
414,хвостик,2.435
415,заметить,4.175146198830408
416,смешной,3.931904761904762
417,вспомянуть,4.182561983471081
418,недавно,5.049999999999989
419,держать,4.083793103448275
420,робкий,2.125714285714286
421,худенький,1.4760000000000002
422,неприятный,3.2714285714285714
423,история,5.311538461538473
424,связать,4.434608433734926
425,ее,6.125714285714261
426,оторваться,2.49
427,бумага,4.237777777777783
428,губа,4.038846153846153
429,неумело,2.65
430,накрошить,1.79
431,специально,4.789999999999998
432,случай,5.2556504065040395
433,легкомыслие,2.6
434,произвести,3.5558823529411754
435,впечатление,4.3596666666666675
436,ну,5.989692307692315
437,народ,4.771454005934716
438,подумать,4.373882352941176
439,бояться,4.284848484848485
440,ответственность,4.6917796610169535
441,черт,4.435714285714287
442,ладан,2.42
443,сложность,4.198108108108104
444,во,6.200000000000028
445,время,5.907572078907222
446,оккупация,3.63
447,из-за,6.430000000000012
448,обстоятельство,4.067634408602151
449,перекочевать,2.38
450,несгораемый,0.0
451,шкаф,3.4410000000000003
452,прошлый,4.6600873362445325
453,среда,4.4161206896551946
454,просить,4.217769230769229
455,зайти,3.7145714285714284
456,через,5.929999999999939
457,после,6.170000000000058
458,окончание,4.352280701754388
459,радиоузел,1.1833333333333333
460,савельев,3.01
461,уволиться,2.42
462,семейный,3.7458695652173915
463,собираться,4.294821428571429
464,звонить,3.9841818181818174
465,занимать,4.05125
466,теперь,5.9485823754789555
467,же,6.398251046025175
468,пост,4.4836666666666645
469,соседний,3.7774137931034475
470,узнать,4.712123893805307
471,деловой,3.6734042553191477
472,качество,5.017949999999966
473,хвалить,3.044166666666667
474,чистый,3.9851428571428578
475,совесть,4.008529411764706
476,отказать,3.4553846153846157
477,покончить,3.7300000000000004
478,щекотливый,1.65
479,загрузить,2.812727272727273
480,текучка,1.7766666666666666
481,успеть,4.09663461538461
482,делать,5.008963607594867
483,неделька,3.02
484,заказать,3.26375
485,междугородный,2.373333333333333
486,разговор,4.282327586206896
487,несерьезно,2.91
488,отнестись,3.1386666666666656
489,честный,3.5756790123456774
490,квалифицированный,3.0911111111111116
491,выразить,3.773432835820895
492,готовность,4.182909090909094
493,дать,4.771243386243384
494,характеристика,3.8532812499999998
495,казаться,4.828715365239289
496,ты,6.113004587155973
497,трудно,4.910000000000001
498,спросить,4.412038834951454
499,слабовольный,1.18
500,бесхарактерный,1.36
501,пугливый,2.08
502,его,6.629999999999996
503,мнение,4.826103542234317
504,настойчивый,1.802
505,требовательный,2.40375
506,бытовой,3.6227906976744175
507,жениться,3.9625925925925936
508,разводиться,2.855
509,как-то,6.450000000000014
510,объяснить,4.437346938775505
511,диктор,2.991428571428572
512,районный,3.5617647058823536
513,муж,4.525324675324678
514,настоять,3.132857142857143
515,бросить,3.7537931034482774
516,вскоре,5.009999999999994
517,известный,4.721486238532111
518,где-то,6.0
519,деревня,4.35076923076923
520,остаться,4.5827596439169005
521,жена,4.850987654320983
522,ребенок,5.142311015118782
523,по-моему,4.980000000000002
524,правильно,5.180000000000005
525,добавить,4.075
526,уже,6.299999999999923
527,вот,6.170000000000054
528,изучать,3.594347826086957
529,закричать,3.4026666666666667
530,жалеть,3.1176923076923084
531,закончиться,4.048636363636365
532,легкий,4.496764705882345
533,рассуждать,3.2067567567567585
534,поскольку,5.289999999999978
535,прибыть,4.019310344827587
536,направление,4.480775510204083
537,главк,3.03
538,должен,5.528409090909116
539,личной,4.2366666666666655
540,формально,4.259999999999998
541,зачисление,2.81
542,препятствие,3.6364102564102576
543,глубоко,4.47121951219512
544,все-таки,5.2036942675159334
545,потом,5.7100000000000275
546,обобраться,2.02
547,неприятность,3.6946153846153846
548,приехать,4.203977272727273
549,например,5.539999999999971
550,ревизия,2.974
551,поднять,4.0019117647058815
552,личный,4.2707594936708855
553,технический,4.25300653594771
554,дворянин,3.4450000000000003
555,происхождение,4.205081967213113
556,революция,4.429791666666672
557,знать,5.066661490683226
558,чуть,5.25
559,ли,5.969999999999948
560,дьякон,2.4575
561,общий,4.689402298850587
562,масть,2.975
563,тут,5.809999999999958
564,почему,5.829999999999978
565,окружить,3.029000000000001
566,негодный,2.15
567,притупиться,1.72
568,бдительность,3.2345454545454557
569,ротозейство,0.0
570,пришить,2.04
571,опять,5.3400000000000025
572,сидеть,4.212415730337076
573,положение,4.785323741007192
574,жить,4.75330985915491
575,папа,4.616867469879515
576,мама,4.876354166666662
577,заговорить,3.5596666666666668
578,кирпичный,2.9513333333333325
579,улица,4.72301136363637
580,дом,5.264905213270155
581,там,6.019999999999984
582,возле,4.849999999999997
583,первомайский,2.8120000000000003
584,садик,2.974
585,маленький,4.42005347593582
586,домик,3.4951851851851843
587,крайний,4.4333980582524335
588,окно,4.32241071428571
589,остальной,4.59062176165803
590,сосед,3.964705882352944
591,завод,4.514255319148932
592,совсем,5.490000000000007
593,старенький,2.5391666666666666
594,инвалид,3.682702702702701
595,приходиться,4.834242424242433
596,возить,2.826
597,коляска,3.0979999999999994
598,ручной,3.4673684210526314
599,легонький,1.35
600,рычаг,3.1204545454545456
601,слабенький,2.35
602,двигать,3.2141176470588233
603,бы,6.342281524926886
604,моторный,2.7844444444444445
605,промышленность,4.5144000000000055
606,изготовлять,2.3660869565217384
607,давать,4.573096926713963
608,требовать,4.173775100401614
609,целый,4.366818181818183
610,куча,3.653809523809523
611,справка,3.788000000000001
612,постановка,3.841818181818182
613,возмутить,2.565714285714286
614,какой,5.269704968944082
615,безобразие,3.275714285714286
616,настойчиво,3.5633333333333326
617,действовать,4.181620553359683
618,газета,4.557954545454543
619,спасибо,5.53
620,ведь,5.67000000000004
621,уехать,4.110961538461539
622,значит,5.5
623,отъезд,3.6137500000000005
624,жаль,4.85
625,подобрать,3.4153846153846157
626,периферия,3.436666666666666
627,где,6.10999999999999
628,далеко,5.140461538461534
629,около,5.56740061162078
630,сотня,4.279999999999998
631,километр,4.657085714285705
632,отсюда,4.930000000000005
633,сто,4.705757575757575
634,двенадцать,4.117999999999999
635,туда,5.240000000000006
636,никак,4.949999999999992
637,свойственный,3.059047619047619
638,большинство,4.832499999999982
639,несговорчивость,0.0
640,нельзя,5.480000000000014
641,где-нибудь,5.5
642,близко,4.586363636363639
643,согласный,4.384461538461539
644,ездить,3.9608510638297885
645,вечер,4.788793103448268
646,дома,5.629999999999998
647,разве,5.08999999999999
648,улыбнуться,3.77
649,представлять,4.334777327935226
650,тоже,5.9000000000000545
651,отец,5.0432441471571785
652,намучиться,1.5533333333333335
653,нисколько,4.07
654,мучиться,2.535
655,появиться,4.6158803986710835
656,снова,5.5099999999999945
657,раз,5.773507281553367
658,сильный,4.174741784037557
659,возбуждение,3.6680000000000006
660,мять,1.8
661,кулак,3.4370000000000003
662,кружевной,2.58
663,платочек,2.34
664,сознательно,4.0
665,называть,4.271297709923667
666,имя,5.1734027777777705
667,отчество,3.0300000000000002
668,пока,5.849999999999946
669,кроме,5.599999999999974
670,тактично,2.81
671,обращать,3.7024390243902436
672,тон,3.764074074074074
673,печатать,3.0770000000000013
674,приказ,4.337692307692306
675,назначение,4.245692307692309
676,техник,4.447142857142857
677,городской,4.410877192982458
678,узел,3.755357142857143
679,вакансия,3.4224999999999994
680,вероятно,4.93950819672131
681,говорить,5.182197718631152
682,неправда,3.378571428571429
683,какой-нибудь,5.0616279069767485
684,руководитель,4.502850678733031
685,учреждение,4.272952380952382
686,выпад,2.9099999999999997
687,быстро,5.22103896103893
688,призвать,3.762500000000001
689,порядок,4.715353982300876
690,ни,5.970000000000009
691,кричать,3.7246153846153858
692,браниться,0.9774999999999999
693,встать,3.945964912280699
694,сдержанно,3.42
695,догадываться,3.0422222222222226
696,бледный,2.5566666666666666
697,щека,3.4283333333333332
698,покрыться,2.5780000000000003
699,пятно,3.9083333333333314
700,пугать,3.2022857142857144
701,при,6.25
702,поправить,3.3476923076923075
703,стопка,2.6425
704,блестящий,3.416875
705,оказываться,4.521776315789474
706,неочиненный,0.0
707,карандаш,3.540909090909091
708,неполный,3.118181818181819
709,вызывать,4.126666666666667
710,соответствующий,4.07601941747573
711,внушение,2.79
712,разрешить,3.6312727272727274
713,униматься,1.85
714,самый,5.215940525587876
715,начало,5.167268408551086
716,эвакуироваться,2.4650000000000003
717,пятигорск,3.1700000000000004
718,осадить,2.466
719,ленинград,3.995666666666665
720,мы,6.256249607041751
721,фронт,4.305591397849464
722,пододвинуться,0.0
723,обещать,3.771451612903226
724,перевезти,3.141666666666667
725,средний,4.41983333333334
726,азия,4.503617021276595
727,ребята,4.766831683168321
728,смелый,2.8249999999999997
729,крыша,3.9259375000000007
730,подножка,1.61
731,вокзал,3.811
732,билет,4.08076923076923
733,достать,4.117
734,чужой,4.0268493150684925
735,эшелон,3.0189473684210535
736,пускать,3.237777777777779
737,пойти,4.688783783783785
738,пешком,4.2
739,тяжелый,4.020497237569064
740,помнить,4.374200000000003
741,вздохнуть,3.335333333333333
742,крым,4.663333333333334
743,последний,5.012496453900707
744,вывезти,3.1045454545454536
745,центр,4.8557963446475165
746,выехать,3.6307692307692303
747,уж,5.3699999999999894
748,мечтать,3.867884615384615
749,связаться,3.731111111111111
750,партизан,3.5835714285714277
751,натура,3.3575000000000004
752,детство,4.422739726027397
753,партизанский,3.0399999999999996
754,хотеть,5.09761487964988
755,они,6.124512471655761
756,помещаться,2.86
757,партизанка,2.16
758,долго,5.129999999999999
759,немец,4.184313725490205
760,пять,5.165754716981143
761,месяц,4.8994238683127485
762,учительница,3.4642857142857144
763,что-нибудь,5.584347826086962
764,виноватый,4.076326530612243
765,сейчас,5.993523676880224
766,любой,4.699244851258559
767,все,6.317134353741689
768,равный,4.7552941176470584
769,перестраховщик,1.38
770,указание,3.838518518518517
771,высший,4.291355421686736
772,образование,4.915047080979293
773,иметь,4.932792494481235
774,право,5.098463302752295
775,рядовой,3.5380000000000007
776,улыбаться,3.497666666666666
777,правильный,4.132727272727273
778,учить,3.873970588235294
779,тратить,3.5587209302325564
780,деньги,5.373149847094828
781,сила,5.010627177700346
782,между,5.829999999999953
783,прочее,4.290000000000002
784,доучиваться,0.99
785,дирекция,3.42
786,узкий,3.5511111111111098
787,пытаться,4.335816993464047
788,переменить,1.4166666666666667
789,подавать,3.2946511627906974
790,заявление,4.245230769230769
791,иностранный,4.4677372262773805
792,язык,4.813710144927546
793,поэтому,5.670000000000037
794,рассматривать,3.991454545454546
795,прямо,5.309999999999991
796,хороший,5.12209956709956
797,нога,4.624702380952385
798,куда-то,5.47
799,пространство,4.406034482758616
800,ехать,4.252272727272726
801,терпеливо,3.57
802,сначала,5.220000000000018
803,поезд,4.405529411764702
804,автобус,4.066470588235293
805,автобусный,3.0225
806,станция,4.475478260869566
807,больше,6.0199999999999845
808,следовать,4.676006711409381
809,вид,4.968680000000016
810,зима,4.385540540540544
811,ходить,4.28554838709677
812,нерегулярно,2.81
813,особенно,5.3800000000000345
814,снежный,3.344166666666666
815,занос,2.315
816,счет,4.79261980830671
817,транспорт,4.3464406779661005
818,нормальный,4.071439393939398
819,повод,4.669556962025319
820,жилье,4.19193548387097
821,утешительный,2.4933333333333336
822,единственный,4.576249999999995
823,возможность,5.1205514705882305
824,снять,4.060632911392407
825,частный,4.166531791907514
826,квартира,4.566076923076924
827,проститься,2.9433333333333334
828,всякий,4.307209302325582
829,радостный,2.999999999999999
830,накрасить,2.03
831,устроиться,3.266470588235294
832,директор,4.79991666666666
833,просьба,4.059999999999996
834,перевести,3.734883720930232
835,второй,5.077207392197129
836,смена,4.146883116883121
837,девушка,4.716710526315791
838,дальний,3.9834920634920645
839,родственница,2.9966666666666666
840,готовить,3.9936904761904746
841,обед,4.311304347826088
842,убираться,3.29
843,воскресенье,4.652307692307685
844,приезжать,3.523714285714286
845,домой,5.2299999999999995
846,поехать,4.054999999999999
847,ах,4.74
848,опустить,3.0066666666666664
849,тянуть,3.6062162162162164
850,столько,5.200000000000004
851,штат,4.221265822784806
852,подняться,3.897656250000001
853,оглядываться,2.781111111111111
854,вокруг,5.159999999999994
855,вдруг,5.149999999999984
856,отвернуться,2.98375
857,выбежать,2.936666666666667
858,закрывать,3.430909090909091
859,обратить,3.545166666666666
860,особенный,3.66
861,постепенно,4.829999999999998
862,докучливый,0.0
863,посетительница,1.33
864,наводить,2.552941176470588
865,наткнуться,3.194
866,пробежать,2.966666666666667
867,строчка,3.3963636363636365
868,перо,3.509375
869,задуматься,3.395142857142856
870,случиться,4.258785046728976
871,вряд,4.802429906542051
872,здесь,5.890000000000001
873,отправиться,4.142857142857142
874,жаловаться,3.511388888888889
875,добраться,3.8936666666666673
876,министр,4.753549488054622
877,строгий,3.308222222222223
878,запрос,3.7391666666666654
879,суть,4.638645161290316
880,основание,4.389338235294116
881,зачислять,2.13
882,мол,4.470000000000002
883,хватать,4.428247422680412
884,обивать,1.48
885,порог,3.9408
886,вызвать,3.9871686746987938
887,разбирать,3.054210526315789
888,интересоваться,3.3695999999999997
889,записываться,2.9066666666666667
890,прием,3.9710389610389587
891,список,4.59586466165413
892,вспомниться,2.2433333333333336
893,давний,3.3355555555555547
894,оказаться,4.692877959927147
895,замешанный,2.643333333333333
896,непонятный,3.7726923076923096
897,арестовывать,3.7499999999999982
898,мытарство,2.1224999999999996
899,куда,5.5
900,броситься,3.5530769230769232
901,река,4.3757291666666704
902,хотя,5.639999999999984
903,произойти,4.583294117647061
904,много,5.543677717810281
905,оставить,4.166095238095239
906,след,4.238913043478261
907,впечатлительный,1.95
908,нервничать,3.06
909,представитель,4.670225806451596
910,красный,4.480935251798558
911,пятнышко,2.47
912,неизвестность,2.9412499999999997
913,приказать,3.920588235294117
914,было,6.340000000000002
915,пользоваться,4.094918032786889
916,доверие,4.176538461538462
917,сотрудник,4.469223300970875
918,советоваться,2.408
919,спохватиться,2.14
920,отменить,3.6918965517241387
921,посещение,3.9509090909090925
922,выглядеть,4.478015873015873
923,странный,4.315897435897442
924,меньший,3.792763157894739
925,мера,4.867989130434789
926,несолидный,1.03
927,наконец,5.27999999999998
928,думать,4.992235294117651
929,дожидаться,3.274411764705882
930,душевный,3.28625
931,равновесие,3.6594117647058817
932,смутный,2.82375
933,тревога,3.7083333333333335
934,звучать,3.6966233766233763
935,сильно,5.129748427672955
936,отзывчивый,1.84
937,сердце,4.943829787234041
938,стучать,2.7338461538461543
939,пометить,2.35
940,рано,5.243301435406698
941,никогда,5.625482456140362
942,случаться,3.9500000000000015
943,однажды,5.02999999999999
944,возвращаться,3.9764197530864194
945,подъехать,3.266666666666667
946,велеть,3.867368421052631
947,шофер,2.4899999999999998
948,подойти,4.049999999999998
949,темный,3.7791228070175458
950,сентябрьский,2.4266666666666663
951,уличный,3.312777777777778
952,фонарь,3.5266666666666664
953,освещать,2.526666666666667
954,бревенчатый,1.915
955,стена,4.3199999999999985
956,одноэтажный,2.53
957,выщербить,0.0
958,фундамент,3.363809523809524
959,шелушиться,0.69
960,старый,4.42815533980582
961,краска,3.679714285714286
962,ставень,2.5300000000000002
963,железный,4.070315789473686
964,скрипеть,1.79
965,ветер,4.36860655737705
966,навес,2.685
967,крыльцо,3.39
968,неровный,2.3616666666666664
969,створка,2.7133333333333334
970,парадный,2.803636363636364
971,щель,3.08
972,заткнуть,0.7733333333333333
973,тряпка,2.932
974,болтаться,1.788333333333333
975,бечевка,1.71
976,когда-то,6.189999999999999
977,виться,1.8099999999999998
978,хмель,2.82
979,густо,3.73
980,расти,4.110986547085209
981,крапива,2.75
982,желтоватый,1.9633333333333332
983,блекнуть,1.4649999999999999
984,прут,2.1566666666666667
985,пробиваться,2.3333333333333335
986,ступень,3.802093023255817
987,очевидно,4.96
988,заколотить,1.45
989,двор,4.274750000000003
990,ход,4.661081081081078
991,ярко,4.287837837837836
992,осветить,2.262352941176471
993,свет,4.851830985915492
994,стекло,3.9955813953488364
995,мрачно,3.49
996,пустынный,2.4400000000000004
997,холод,3.9173170731707327
998,размышлять,3.207692307692308
999,сколько,5.519999999999987
1000,мелкий,3.998750000000003
1001,случайность,3.235833333333334
1002,мешать,3.8846938775510202
1003,руководить,3.3152173913043486
1004,большой,5.006056511056486
1005,коллектив,3.9080246913580248
1006,выдержка,3.4775
1007,требоваться,4.111094890510949
1008,зябко,2.23
1009,ежиться,0.9833333333333334
1010,машина,4.874733096085406
1011,головной,3.698852459016392
1012,боль,4.401142857142851
1013,завтракать,2.28
1014,удивление,3.6850000000000014
1015,включить,3.459183673469386
1016,сегодняшний,4.041406249999996
1017,решительный,3.0673333333333335
1018,свежий,3.5516216216216216
